,ctl_loading_date,ctl_loading,string_quantity,duplicated_by_loading,corrections,delay,day_of_week,cumulative_missing_days,rank
2276,2024-02-28,657988767,458,29,34,0 days,2,158,1
2277,2024-02-28,29507947487,2,0,2,179 days,2,158,2
2278,2024-02-29,1884005607,424,25,31,0 days,3,158,1
2279,2024-03-01,62433216496,436,29,31,0 days,4,158,1
2281,2024-03-06,11975477481,476,28,35,0 days,2,162,1
2280,2024-03-06,11589452847,22,0,22,67 days,2,162,2
2283,2024-03-07,63021165277,458,31,34,0 days,3,162,1
2282,2024-03-07,52363362374,476,31,35,2 days,3,162,2
2285,2024-03-07,93891344564,475,31,35,3 days,3,162,3
2284,2024-03-07,83884138182,439,25,32,4 days,3,162,4
2286,2024-03-07,97737772288,496,29,36,5 days,3,162,5
2287,2024-03-08,70519729204,438,28,32,0 days,4,162,1
2288,2024-03-09,27770761071,458,27,34,0 days,5,162,1
2289,2024-03-10,70653532184,492,30,36,0 days,6,162,1
2290,2024-03-11,30656997473,467,30,34,0 days,0,162,1
2291,2024-03-12,61550260885,458,26,34,0 days,1,162,1
2292,2024-03-13,57912146515,458,29,34,0 days,2,162,1
2293,2024-03-14,6038571654,422,26,31,0 days,3,162,1
2294,2024-03-15,83427809714,458,29,34,0 days,4,162,1
